Senior Citizen,Partner,Dependents,Tenure Months,Paperless Billing,Monthly Charges,Churn Value,Internet Service_Fiber optic,Internet Service_No,Online Security_Yes,Online Backup_Yes,Device Protection_Yes,Tech Support_Yes,Streaming TV_Yes,Streaming Movies_Yes,Sum Of Additional Services,Tenure Category_Loyal Customers,Monthly Charges to Tenure Ratio,Has No Long Term Contract,Is Manual Payment
0,0,0,1,1,35.45,1,False,False,False,False,False,False,False,True,1,False,17.725,1,1
0,0,0,2,0,44.35,1,False,False,False,False,False,False,False,False,0,False,14.783333333333333,1,1
1,1,1,1,1,70.45,1,True,False,False,False,False,False,False,False,0,False,35.225,1,1
0,0,0,8,0,71.15,1,False,False,True,False,False,True,False,True,3,False,7.905555555555556,1,1
0,0,0,1,1,45.65,1,False,False,False,False,False,False,False,False,0,False,22.825,1,1
0,0,1,7,0,95.0,1,True,False,False,False,False,False,True,True,2,False,11.875,1,1
0,1,1,20,0,82.4,1,True,False,True,False,False,False,False,False,1,True,3.923809523809524,1,1
0,0,1,4,1,70.9,1,True,False,False,False,False,False,False,False,0,False,14.180000000000001,1,0
1,1,0,58,1,45.3,1,False,False,False,True,True,False,False,True,3,True,0.7677966101694915,1,1
0,1,1,2,1,104.4,1,True,False,False,False,True,True,True,True,4,False,34.800000000000004,1,1
0,1,0,53,1,94.85,1,True,False,False,False,True,False,True,True,3,True,1.7564814814814813,0,0
1,0,1,15,1,74.45,1,True,False,False,False,False,False,False,False,0,True,4.653125,1,1
1,0,1,7,0,76.45,1,True,False,True,False,False,False,False,False,1,False,9.55625,1,0
0,0,0,1,0,29.95,1,False,False,False,True,False,False,False,False,1,False,14.975,1,0
0,0,1,8,0,84.5,1,True,False,False,False,False,False,False,True,1,False,9.38888888888889,1,0
0,0,1,13,1,79.25,1,True,False,False,True,True,False,False,False,2,True,5.660714285714286,1,1
0,1,0,1,1,24.8,1,False,False,False,False,False,False,False,False,0,False,12.4,1,1
0,1,1,6,1,91.0,1,True,False,False,True,True,False,False,True,3,False,13.0,1,1
0,0,1,1,0,79.9,1,True,False,False,False,False,False,False,True,1,False,39.95,1,1
0,0,1,19,1,106.6,1,True,False,True,False,True,True,True,True,5,True,5.33,1,1
0,0,0,2,1,46.0,1,False,False,False,False,False,False,False,False,0,False,15.333333333333334,1,0
0,0,1,4,1,70.15,1,True,False,False,False,False,False,False,False,0,False,14.030000000000001,1,1
0,1,0,4,0,50.05,1,False,False,False,False,False,True,False,False,1,False,10.01,1,1
0,1,0,1,0,55.2,1,False,False,False,False,False,False,True,False,1,False,27.6,1,1
0,0,1,1,1,84.6,1,True,False,True,False,False,False,False,True,2,False,42.3,1,1
0,0,0,2,1,54.4,1,False,False,False,True,False,False,False,False,1,False,18.133333333333333,1,1
1,0,1,11,1,95.0,1,True,False,False,True,False,False,True,True,3,False,7.916666666666667,1,1
1,0,0,15,1,74.4,1,True,False,False,True,False,False,False,False,1,True,4.65,1,1
0,0,0,1,1,48.55,1,False,False,True,False,False,False,False,False,1,False,24.275,1,1
0,1,0,2,0,70.4,1,True,False,False,False,False,False,False,False,0,False,23.46666666666667,1,1
1,1,0,1,0,40.2,1,False,False,False,True,False,False,True,False,2,False,20.1,1,1
0,1,0,2,1,44.6,1,False,False,False,False,False,False,False,False,0,False,14.866666666666667,1,0
1,0,0,3,1,41.15,1,False,False,False,False,True,False,False,True,2,False,10.2875,1,1
1,0,0,13,1,106.9,1,True,False,False,True,True,False,True,True,4,True,7.635714285714286,1,1
0,0,0,59,0,19.35,1,False,True,False,False,False,False,False,False,0,True,0.3225,0,1
1,0,0,16,1,94.45,1,True,False,False,False,False,True,True,True,3,True,5.555882352941176,1,1
0,0,0,1,0,24.8,1,False,False,False,False,False,False,False,False,0,False,12.4,1,0
0,0,0,1,0,70.6,1,True,False,False,False,False,False,False,False,0,False,35.3,1,1
0,1,0,5,1,85.4,1,True,False,False,True,False,True,False,False,2,False,14.233333333333334,1,1
0,1,0,52,1,105.05,1,True,False,False,True,True,False,True,True,4,True,1.982075471698113,1,1
0,1,0,18,0,95.15,1,True,False,False,False,True,False,True,True,3,True,5.007894736842106,1,1
0,1,0,1,0,70.0,1,True,False,False,False,False,False,False,False,0,False,35.0,1,1
1,0,0,8,1,74.5,1,True,False,False,True,False,False,False,False,1,False,8.277777777777779,1,1
0,0,0,10,1,44.85,1,False,False,False,False,False,False,False,False,0,False,4.077272727272727,1,0
1,0,0,24,1,76.1,1,True,False,False,False,False,False,False,False,0,True,3.0439999999999996,1,1
0,0,0,1,1,73.6,1,True,False,True,False,False,False,False,False,1,False,36.8,1,1
1,0,0,4,1,95.45,1,True,False,False,False,False,False,True,True,2,False,19.09,1,1
1,1,0,32,1,74.9,1,True,False,False,False,False,False,False,False,0,True,2.26969696969697,1,1
0,0,0,5,1,80.6,1,True,False,False,False,False,False,True,False,1,False,13.433333333333332,1,1
0,1,0,38,0,80.3,1,False,False,True,True,False,True,True,True,5,True,2.0589743589743588,0,0
1,1,0,24,1,93.15,1,True,False,False,False,True,False,True,True,3,True,3.7260000000000004,1,1
1,0,0,54,0,82.45,1,False,False,True,True,False,True,True,True,5,True,1.4990909090909093,0,0
1,0,0,2,1,70.35,1,True,False,False,False,False,False,False,False,0,False,23.45,1,1
0,0,0,7,1,73.85,1,True,False,False,False,False,False,False,False,0,False,9.23125,1,1
0,0,0,2,0,80.6,1,True,False,False,False,True,False,False,False,1,False,26.866666666666664,1,1
0,1,0,68,1,75.8,1,False,False,False,True,True,True,False,True,4,True,1.098550724637681,0,0
0,0,0,43,1,104.6,1,True,False,False,True,True,False,True,True,4,True,2.377272727272727,0,1
0,1,0,63,1,103.4,1,True,False,False,True,True,False,True,True,4,True,1.615625,1,1
0,0,0,2,1,90.4,1,True,False,False,False,False,False,True,True,2,False,30.133333333333336,1,1
0,1,0,4,1,84.8,1,True,False,False,True,True,False,False,False,2,False,16.96,1,0
1,0,0,21,1,41.9,1,False,False,True,False,False,False,True,False,2,True,1.9045454545454545,1,1
0,0,0,10,1,80.25,1,True,False,False,False,False,False,False,True,1,False,7.295454545454546,1,0
1,1,0,27,0,30.75,1,False,False,True,False,False,False,False,False,1,True,1.0982142857142858,1,0
0,0,0,5,0,96.5,1,True,False,False,False,True,False,True,True,3,False,16.083333333333332,1,0
0,0,0,2,1,85.65,1,True,False,False,False,False,False,True,False,1,False,28.55,1,1
0,1,0,25,1,104.95,1,True,False,False,False,True,True,True,True,4,True,4.036538461538462,1,0
0,0,0,1,0,50.65,1,False,False,False,True,False,False,False,False,1,False,25.325,1,1
0,0,0,1,1,90.85,1,True,False,False,True,False,False,False,True,2,False,45.425,1,0
1,1,0,11,0,19.95,1,False,True,False,False,False,False,False,False,0,False,1.6624999999999999,1,1
1,1,0,55,1,85.45,1,True,False,False,True,True,False,False,False,2,True,1.5258928571428572,1,1
0,0,0,34,1,73.95,1,True,False,False,True,False,False,False,False,1,True,2.112857142857143,1,0
0,1,0,69,1,99.45,1,True,False,False,False,True,False,True,True,3,True,1.4207142857142858,1,0
0,0,0,1,1,19.9,1,False,True,False,False,False,False,False,False,0,False,9.95,1,1
0,0,0,1,1,19.6,1,False,True,False,False,False,False,False,False,0,False,9.8,1,1
1,0,0,3,1,81.35,1,True,False,False,True,False,False,False,False,1,False,20.3375,1,1
0,1,0,22,0,83.3,1,True,False,False,True,False,False,False,True,2,True,3.6217391304347823,1,1
1,0,0,1,1,75.3,1,True,False,False,False,True,False,False,False,1,False,37.65,1,0
0,1,0,61,1,19.4,1,False,True,False,False,False,False,False,False,0,True,0.3129032258064516,1,1
0,0,0,12,1,45.4,1,False,False,False,False,False,False,False,False,0,True,3.4923076923076923,1,0
0,0,0,60,1,105.9,1,True,False,False,True,True,False,True,True,4,True,1.736065573770492,1,1
0,0,0,1,0,69.55,1,True,False,False,False,False,False,False,False,0,False,34.775,1,1
0,1,0,28,1,81.05,1,True,False,False,False,False,False,False,True,1,True,2.7948275862068965,1,1
0,1,0,4,0,101.15,1,True,False,False,False,True,False,True,True,3,False,20.23,1,1
0,0,0,7,1,99.8,1,True,False,False,True,False,False,True,True,3,False,12.475,1,1
0,1,0,13,0,55.95,1,False,False,False,False,False,False,False,True,1,True,3.9964285714285714,1,1
0,0,0,1,1,55.0,1,False,False,False,False,False,False,False,True,1,False,27.5,1,1
0,1,0,1,1,74.7,1,True,False,False,True,False,False,False,False,1,False,37.35,1,1
0,0,0,24,1,80.25,1,True,False,False,True,False,False,False,False,1,True,3.21,1,1
0,0,0,5,1,96.1,1,True,False,False,False,False,True,True,True,3,False,16.016666666666666,1,1
0,0,0,15,0,69.0,1,True,False,False,False,False,False,False,False,0,True,4.3125,1,0
0,1,0,48,1,45.3,1,False,False,True,False,True,False,False,True,3,True,0.9244897959183673,1,0
0,1,0,8,1,83.55,1,True,False,False,True,False,False,True,False,2,False,9.283333333333333,1,1
0,0,0,1,1,74.35,1,True,False,False,False,False,False,False,False,0,False,37.175,1,1
0,1,0,2,1,74.4,1,True,False,True,False,False,False,False,False,1,False,24.8,1,1
0,0,0,22,1,43.75,1,False,False,False,True,True,False,False,True,3,True,1.9021739130434783,0,0
1,0,0,5,0,28.45,1,False,False,False,True,False,False,False,False,1,False,4.741666666666666,1,1
0,0,0,12,1,99.7,1,True,False,True,True,True,False,False,True,4,True,7.6692307692307695,1,0
1,0,0,20,1,94.1,1,True,False,False,True,True,False,False,True,3,True,4.480952380952381,1,1
0,1,0,2,1,94.2,1,True,False,False,False,False,True,True,True,3,False,31.400000000000002,1,1
0,1,0,6,1,80.5,1,True,False,False,False,False,True,False,False,1,False,11.5,1,1
1,1,0,5,1,74.35,1,True,False,False,False,False,False,False,False,0,False,12.391666666666666,1,1
0,0,0,40,0,104.8,1,True,False,False,False,True,True,True,True,4,True,2.55609756097561,1,0
1,1,0,27,1,75.2,1,True,False,True,False,False,False,False,False,1,True,2.685714285714286,1,0
0,0,0,23,0,75.6,1,True,False,False,False,False,False,False,False,0,True,3.15,1,0
0,1,0,34,1,100.05,1,True,False,False,False,True,False,True,True,3,True,2.8585714285714285,1,1
0,0,0,1,1,85.0,1,True,False,False,False,False,False,False,True,1,False,42.5,1,1
0,0,0,10,1,86.05,1,True,False,False,False,False,False,True,False,1,False,7.822727272727272,1,0
0,0,0,13,1,45.55,1,False,False,True,False,False,True,True,False,3,True,3.2535714285714286,1,0
0,1,0,39,1,86.3,1,True,False,False,True,False,False,True,False,2,True,2.1574999999999998,1,1
0,0,0,32,1,80.35,1,True,False,False,True,False,False,False,False,1,True,2.4348484848484846,1,0
0,0,0,35,1,100.25,1,True,False,False,False,True,False,True,True,3,True,2.7847222222222223,1,1
0,1,0,56,0,100.3,1,True,False,False,True,False,False,True,True,3,True,1.7596491228070175,0,0
0,1,0,12,0,19.0,1,False,True,False,False,False,False,False,False,0,True,1.4615384615384615,1,1
0,0,0,1,0,75.3,1,True,False,True,False,False,False,False,False,1,False,37.65,1,1
1,0,0,4,1,89.2,1,True,False,False,False,True,False,True,False,2,False,17.84,1,1
1,0,0,1,1,85.7,1,True,False,False,False,False,False,True,False,1,False,42.85,1,1
0,0,0,12,1,61.65,1,False,False,True,False,True,True,False,False,3,True,4.742307692307692,1,1
1,1,0,65,0,105.25,1,True,False,True,False,True,False,True,True,4,True,1.5946969696969697,1,0
0,1,0,9,1,29.95,1,False,False,False,True,False,False,False,False,1,False,2.995,1,1
0,1,0,9,0,65.0,1,False,False,True,True,True,True,False,False,4,False,6.5,1,1
0,0,0,7,0,20.0,1,False,True,False,False,False,False,False,False,0,False,2.5,1,0
1,1,0,49,0,90.05,1,True,False,False,True,False,False,False,True,2,True,1.801,1,0
1,1,0,43,1,110.75,1,True,False,False,True,True,True,True,True,5,True,2.5170454545454546,1,0
0,1,0,65,1,105.5,1,True,False,False,True,True,False,True,True,4,True,1.5984848484848484,1,1
1,1,0,56,1,104.55,1,True,False,True,False,True,False,True,True,4,True,1.8342105263157895,0,0
0,1,0,10,1,85.25,1,True,False,False,False,False,False,False,True,1,False,7.75,1,1
0,1,0,43,0,56.15,1,False,False,False,False,False,False,True,False,1,True,1.2761363636363636,1,1
0,0,0,1,1,89.55,1,True,False,False,False,False,False,True,True,2,False,44.775,1,1
1,1,0,20,1,94.55,1,True,False,False,False,False,False,True,True,2,True,4.502380952380952,1,1
0,0,0,1,1,45.7,1,False,False,False,False,False,False,False,False,0,False,22.85,1,1
1,0,0,2,0,89.5,1,True,False,False,True,False,False,False,True,2,False,29.833333333333332,1,1
0,0,0,3,1,69.55,1,True,False,False,False,False,False,False,False,0,False,17.3875,1,0
0,0,0,1,1,74.6,1,True,False,False,False,True,False,False,False,1,False,37.3,1,1
1,0,0,8,0,19.65,1,False,True,False,False,False,False,False,False,0,False,2.183333333333333,1,1
0,1,0,2,0,19.85,1,False,True,False,False,False,False,False,False,0,False,6.616666666666667,0,1
0,0,0,4,1,24.25,1,False,False,False,False,False,False,False,False,0,False,4.85,1,1
0,0,0,2,0,69.65,1,True,False,False,False,False,False,False,False,0,False,23.21666666666667,1,1
0,0,0,4,0,45.65,1,False,False,False,False,False,False,False,False,0,False,9.129999999999999,1,1
0,0,0,1,1,75.05,1,True,False,False,False,False,False,False,False,0,False,37.525,1,1
1,0,0,52,1,49.15,1,False,False,False,True,False,False,True,True,3,True,0.9273584905660377,1,1
0,0,0,2,1,34.7,1,False,False,False,False,False,False,False,True,1,False,11.566666666666668,1,1
0,1,0,1,0,80.0,1,True,False,False,False,False,False,False,True,1,False,40.0,1,1
1,0,0,2,1,49.25,1,False,False,True,False,False,False,False,False,1,False,16.416666666666668,1,1
0,0,0,3,1,75.1,1,True,False,False,False,False,False,False,False,0,False,18.775,1,0
0,1,0,3,1,50.15,1,False,False,False,False,True,False,False,False,1,False,12.5375,1,1
0,0,0,25,1,79.85,1,True,False,True,True,False,False,False,False,2,True,3.071153846153846,1,0
0,0,0,1,0,19.55,1,False,True,False,False,False,False,False,False,0,False,9.775,1,1
0,1,0,4,1,85.95,1,True,False,False,False,False,False,False,True,1,False,17.19,1,1
0,0,0,3,1,45.35,1,False,False,False,False,False,False,False,False,0,False,11.3375,1,1
1,1,0,33,1,94.5,1,True,False,False,False,False,False,True,True,2,True,2.7794117647058822,1,1
1,0,0,30,0,91.7,1,True,False,True,True,True,False,False,False,3,True,2.958064516129032,1,0
0,0,0,45,1,87.25,1,True,False,False,False,True,True,False,False,2,True,1.8967391304347827,1,1
0,0,0,10,0,98.55,1,True,False,True,False,False,False,True,True,3,False,8.959090909090909,1,1
1,0,0,20,1,98.55,1,True,False,False,False,True,False,True,True,3,True,4.692857142857143,1,1
0,0,0,15,1,85.9,1,True,False,False,True,False,False,False,True,2,True,5.36875,1,0
0,0,0,22,0,89.25,1,True,False,False,False,False,False,True,True,2,True,3.880434782608696,1,1
0,1,0,3,1,70.3,1,True,False,False,False,False,False,False,False,0,False,17.575,1,1
0,0,0,15,1,93.35,1,True,False,False,False,False,False,True,True,2,True,5.834375,1,1
0,0,0,1,0,19.9,1,False,True,False,False,False,False,False,False,0,False,9.95,1,1
0,1,0,5,1,88.9,1,True,False,True,False,True,False,False,True,3,False,14.816666666666668,1,1
0,1,0,33,1,95.8,1,True,False,False,False,True,False,True,True,3,True,2.817647058823529,0,1
0,0,0,2,1,82.0,1,True,False,False,True,False,False,False,False,1,False,27.333333333333332,1,1
0,0,0,2,0,45.35,1,False,False,False,False,False,False,False,False,0,False,15.116666666666667,1,1
0,0,0,1,1,52.2,1,False,False,False,False,False,True,False,False,1,False,26.1,1,1
1,0,0,46,1,110.0,1,True,False,True,True,True,False,True,True,5,True,2.3404255319148937,0,1
0,0,0,62,1,96.75,1,True,False,False,False,True,False,True,True,3,True,1.5357142857142858,0,1
0,0,0,10,1,98.5,1,True,False,False,False,False,True,True,True,3,False,8.954545454545455,1,1
0,0,0,6,1,85.35,1,True,False,False,True,False,False,True,False,2,False,12.192857142857141,1,1
0,1,0,40,1,101.3,1,True,False,False,True,False,False,True,True,3,True,2.470731707317073,1,1
0,0,0,1,1,69.55,1,True,False,False,False,False,False,False,False,0,False,34.775,1,1
0,0,0,58,1,103.25,1,True,False,False,True,True,False,True,True,4,True,1.75,0,0
0,0,0,70,1,104.0,1,True,False,True,False,False,True,True,True,4,True,1.4647887323943662,0,0
0,0,0,2,1,86.2,1,True,False,False,False,True,False,False,True,2,False,28.733333333333334,1,1
0,1,0,21,1,111.2,1,True,False,False,True,True,True,True,True,5,True,5.054545454545455,1,1
0,1,0,16,1,89.45,1,True,False,False,True,True,False,True,False,3,True,5.261764705882353,1,0
1,1,0,7,1,95.6,1,True,False,False,False,False,False,True,True,2,False,11.95,1,0
0,1,0,60,0,90.95,1,True,False,False,True,True,False,True,False,3,True,1.4909836065573772,0,1
0,1,0,50,0,108.55,1,True,False,True,True,False,True,True,True,5,True,2.1284313725490196,0,1
1,0,0,4,1,78.85,1,True,False,False,False,False,False,True,False,1,False,15.77,1,1
0,0,0,1,0,44.4,1,False,False,False,False,False,False,False,False,0,False,22.2,1,1
1,0,0,55,1,100.0,1,True,False,False,False,True,False,True,True,3,True,1.7857142857142858,0,1
0,1,0,12,0,19.8,1,False,True,False,False,False,False,False,False,0,True,1.5230769230769232,0,0
0,0,0,1,1,89.9,1,True,False,False,False,False,False,True,True,2,False,44.95,1,1
0,0,0,62,1,100.15,1,True,False,False,False,True,False,True,True,3,True,1.5896825396825398,0,1
0,0,0,1,0,50.8,1,False,False,False,True,False,False,False,False,1,False,25.4,1,1
1,1,0,20,1,73.65,1,True,False,False,True,False,False,False,False,1,True,3.5071428571428576,1,1
0,0,0,3,1,95.1,1,True,False,False,True,False,False,True,True,3,False,23.775,1,1
0,0,0,22,1,94.65,1,True,False,False,False,False,False,True,True,2,True,4.115217391304348,1,0
0,1,0,4,1,80.6,1,True,False,False,False,True,True,False,False,2,False,16.119999999999997,1,1
0,1,0,59,0,85.55,1,True,False,False,False,False,False,False,True,1,True,1.4258333333333333,0,1
0,0,0,60,1,50.8,1,False,False,False,True,False,False,True,True,3,True,0.8327868852459016,1,1
0,0,0,15,0,105.1,1,True,False,True,False,True,True,True,True,5,True,6.56875,1,1
0,0,0,10,1,110.1,1,True,False,True,True,True,True,True,True,6,False,10.009090909090908,1,1
0,0,0,6,0,83.9,1,True,False,False,False,True,False,False,True,2,False,11.985714285714286,1,1
0,1,0,63,1,100.55,1,True,False,True,True,True,False,True,False,4,True,1.57109375,1,1
0,1,0,50,1,103.85,1,True,False,False,True,True,False,True,True,4,True,2.0362745098039214,1,0
0,0,0,1,0,24.6,1,False,False,False,False,False,False,False,False,0,False,12.3,1,1
0,0,0,12,1,98.9,1,True,False,True,False,False,True,True,True,4,True,7.607692307692308,1,0
0,0,0,9,0,98.3,1,True,False,False,False,True,False,True,True,3,False,9.83,1,0
0,0,0,17,0,93.85,1,True,False,True,False,False,False,True,True,3,True,5.213888888888889,1,1
1,0,0,9,1,100.5,1,True,False,False,False,True,False,True,True,3,False,10.05,1,1
1,0,0,10,1,72.85,1,True,False,False,True,False,False,False,False,1,False,6.622727272727272,1,1
1,1,0,1,1,73.55,1,True,False,False,False,False,False,False,False,0,False,36.775,1,1
1,0,0,3,1,79.4,1,True,False,False,True,False,False,False,False,1,False,19.85,1,1
0,0,0,13,1,81.15,1,True,False,False,True,True,False,False,False,2,True,5.796428571428572,1,1
1,0,0,4,1,84.6,1,True,False,False,False,False,False,False,True,1,False,16.919999999999998,1,1
0,0,0,6,1,79.05,1,True,False,True,False,False,False,False,False,1,False,11.292857142857143,1,1
0,0,0,3,0,74.4,1,True,False,False,False,False,False,False,False,0,False,18.6,1,0
1,0,0,35,1,99.05,1,True,False,False,False,True,False,True,True,3,True,2.7513888888888887,1,1
1,0,0,2,0,44.95,1,False,False,False,False,False,False,False,False,0,False,14.983333333333334,1,1
0,1,0,1,0,44.7,1,False,False,False,False,False,False,False,False,0,False,22.35,1,0
0,0,0,1,1,45.7,1,False,False,False,False,False,False,False,False,0,False,22.85,1,1
1,0,0,8,0,100.3,1,True,False,True,False,False,True,True,True,4,False,11.144444444444444,1,0
0,0,0,7,0,19.25,1,False,True,False,False,False,False,False,False,0,False,2.40625,1,1
0,0,0,2,1,96.0,1,True,False,False,False,False,False,True,True,2,False,32.0,1,1
0,0,0,1,0,90.55,1,True,False,False,False,False,False,True,True,2,False,45.275,1,1
1,1,0,44,1,30.35,1,False,False,False,True,False,False,False,False,1,True,0.6744444444444445,1,1
0,0,0,71,1,108.05,1,True,False,True,False,True,True,True,True,5,True,1.5006944444444443,0,1
0,0,0,1,1,69.9,1,True,False,False,False,False,False,False,False,0,False,34.95,1,1
1,1,0,62,1,103.75,1,True,False,False,True,True,False,True,True,4,True,1.6468253968253967,0,1
0,0,0,1,1,86.6,1,True,False,False,False,False,False,False,True,1,False,43.3,1,1
1,1,0,33,1,80.6,1,True,False,False,True,False,False,False,False,1,True,2.3705882352941177,1,0
0,0,0,35,0,85.3,1,True,False,False,True,False,True,False,False,2,True,2.3694444444444445,1,0
0,0,0,34,1,70.0,1,True,False,False,False,False,False,False,False,0,True,2.0,1,0
1,0,0,4,1,94.3,1,True,False,False,False,False,False,True,True,2,False,18.86,1,1
0,0,0,7,1,95.35,1,True,False,False,False,True,False,True,True,3,False,11.91875,1,1
1,1,0,27,1,75.5,1,True,False,False,False,False,False,False,False,0,True,2.6964285714285716,1,1
0,0,0,18,1,90.1,1,True,False,False,False,False,True,False,True,2,True,4.742105263157894,1,1
0,0,0,2,0,68.95,1,True,False,False,False,False,False,False,False,0,False,22.983333333333334,1,1
0,1,0,32,1,99.55,1,True,False,True,False,False,False,True,True,3,True,3.0166666666666666,1,0
0,1,0,18,0,57.45,1,False,False,False,False,True,False,False,True,2,True,3.0236842105263158,1,1
0,1,0,12,0,53.65,1,False,False,False,False,False,False,False,True,1,True,4.1269230769230765,0,0
1,0,0,8,1,100.6,1,True,False,False,False,True,False,True,True,3,False,11.177777777777777,1,1
0,1,0,26,1,83.75,1,True,False,False,False,False,False,True,False,1,True,3.1018518518518516,1,1
1,1,0,3,1,88.3,1,True,False,True,False,False,True,True,False,3,False,22.075,1,1
1,0,0,8,1,92.1,1,True,False,False,False,True,False,True,True,3,False,10.233333333333333,1,1
0,1,0,38,1,79.45,1,True,False,True,True,False,False,False,False,2,True,2.037179487179487,1,1
1,0,0,14,0,90.45,1,True,False,False,False,False,False,True,True,2,True,6.03,1,0
0,1,0,32,1,69.75,1,True,False,False,False,False,False,False,False,0,True,2.1136363636363638,1,0
0,0,0,1,0,19.65,1,False,True,False,False,False,False,False,False,0,False,9.825,1,1
1,0,0,12,1,43.65,1,False,False,False,False,True,True,False,True,3,True,3.3576923076923078,1,1
0,0,0,5,0,39.5,1,False,False,False,False,True,False,False,True,2,False,6.583333333333333,1,1
0,1,0,40,1,97.1,1,True,False,False,False,False,False,True,True,2,True,2.368292682926829,1,0
0,0,0,5,1,80.0,1,True,False,False,False,False,False,False,True,1,False,13.333333333333334,1,1
0,0,0,10,1,84.7,1,True,False,True,False,False,False,True,False,2,False,7.7,1,1
0,1,0,2,1,89.55,1,True,False,False,False,False,False,True,True,2,False,29.849999999999998,1,0
0,0,0,23,1,90.6,1,True,False,False,False,False,True,True,False,2,True,3.775,1,1
0,0,0,23,1,90.05,1,True,False,True,False,False,False,True,False,2,True,3.752083333333333,1,0
0,1,0,49,1,99.05,1,True,False,False,True,False,False,True,True,3,True,1.9809999999999999,1,0
0,0,0,2,0,69.75,1,True,False,False,False,False,False,False,False,0,False,23.25,1,0
0,0,0,2,1,49.05,1,False,False,False,True,False,False,False,False,1,False,16.349999999999998,1,0
0,0,0,7,1,98.05,1,True,False,False,False,True,False,True,True,3,False,12.25625,1,0
0,0,0,41,1,114.5,1,True,False,True,True,True,True,True,True,6,True,2.7261904761904763,1,0
0,0,0,2,1,80.95,1,True,False,False,False,False,False,False,True,1,False,26.983333333333334,1,1
1,0,0,13,1,74.3,1,True,False,False,False,True,False,False,False,1,True,5.307142857142857,1,1
1,0,0,11,0,89.7,1,True,False,False,False,False,False,True,True,2,False,7.4750000000000005,1,0
1,1,0,17,1,100.45,1,True,False,False,False,True,False,True,True,3,True,5.580555555555556,1,0
0,1,0,25,1,90.4,1,True,False,False,False,False,False,True,True,2,True,3.476923076923077,0,1
0,1,0,3,1,56.15,1,False,False,False,True,True,False,False,False,2,False,14.0375,1,1
0,0,0,4,1,94.4,1,True,False,True,False,True,True,False,True,4,False,18.880000000000003,1,0
